text,user_location,target
"Fabric Masks to match your dress and mood! 
https://t.co/ZtMoFcWvnK

#MaskUp #masks #MasksSaveLives #COVID19… https://t.co/bWEnWy7vrd",United States,2
Remember like a year ago when they told us not to eat cookie dough because you might get salmonella and all you had… https://t.co/vBskjYOP0k,"Florida, USA",1
Friendly reminder- @NKF_NephPros open-access (no fee) Journal of Nephrology Social Work is always looking for submi… https://t.co/28K9ePS6Nf,"South Carolina, USA",1
@dallasschools Wrong priorities on police &amp; athletic budget. Money would be better spent on improving ventilation b… https://t.co/fYKly58xmC,"Texas, USA",1
"1st-Day-As-A-Contact-Tracer-Debriefing:
1. Holy cow there are a lot of new cases. 
2. Stay at home if you can, but… https://t.co/vQkA2pvmaa","Texas, USA",2
"We know for a fact, FROM THEIR ACTIONS; that democrats are willing to let elderly people die (Cuomo / Whitmer nursi… https://t.co/FLRmrmLxxB",USA,0
#FoodSafety during #COVID19 pandemic https://t.co/njO0isZZ73,"NY, NY USA",2
".@FT
 data illustrating that "" #LatinAmerica is the current epicentre of the [ #Covid-19 ] #pandemic, with the regi… https://t.co/RoccYAiWUG",USA,2
At least with a mask on I can have the kind of full-on convos with myself in public that I normally only get to hav… https://t.co/SiPYToNtp7,United States,2
@realDonaldTrump Yeah...thanks for the increase in #COVID19!! Not wise. #globalpandemic #CoronavirusPandemic… https://t.co/RcdmzZhhAr,"Pennsylvania, USA",0
I'm just trying to see if I saw a mink otter or muskrat today! Does the #covid19 links have to come up on every scr… https://t.co/aell3HUnj4,"Region, Northwest Indiana USA",2
"Which MSM outlet will pick up this story and tell our story? A silent Mayor, a silent city council, a silent Govern… https://t.co/cpqGYgTheK","Indiana, USA",2
@Chris81409 @darkpath0010 @TRHLofficial “Stupid” was putting #COVID19 postitive patients back in nursing homes and… https://t.co/SPKYDJwSJo,USA,2
'No one working at Newsweek can tell me why it still exists' https://t.co/KUX7mvla0q via @cjr #Belarusprotests… https://t.co/QkOqUq3PNS,"New York, USA",0
I think the tall people are getting #covid19 more mainly because their heads line up more with vents and are closer to ceiling fans.,USA,2
Prayers for my Granny.... she's at the hospital trying to determine if she has #COVID19 and if she needs to be admi… https://t.co/Hliwhl04zW,United States,2
The #ClimateChange models are even more ridiculous than the #COVID19 models! They are both ridiculous and dangerous… https://t.co/B88bhDGcQm,USA,0
"@nytimes #KanyeWest is meeting with #JaredKushner who supports #Trump who cages children, wants to take away health… https://t.co/HsOl0CxTsJ","From Nunyabidniz, USA",1
"Is there a bright side to #COVID19? Nah. But for sports junkies, could you have ever dreamed you would be watching… https://t.co/18ClScsdUI",America's Great Prairie,1
"Can we see the receipts? If not, YOU, @SecPompeo are LYING, AGAIN!👀👇🏼#theresistance #trump #resist @ResistanceParty… https://t.co/fLTLJbhWtq","California, USA",0
"WTH #Hawaii, from first to worst in #COVID19 cases?  Makes me sad to think of all the lives that will be needlessly… https://t.co/gWzI57OCCn",USA,0
Wear a mask. Protect each other. 🙏#COVID19 https://t.co/u6Kf7AY83E,"North Carolina, USA",1
#Covid19 Can we end the poor journalistic hype on medical &amp; death statistics? It’s like wow more numbers with Vietn… https://t.co/bekwsGTUZn,USA 01089  Massachusetts,0
"Leftists and dems took these lockdowns to an EXTREME FOR ONE PURPOSE to politically hurt @POTUS Trump

Why Sweden,… https://t.co/Z2tPvbvOmJ",USA,0
"@gtconway3d @VP @realDonaldTrump
Yanked the meat market all by themselves #COVID19
https://t.co/De6g8XKga4","Florida, USA",2
"Free 25-Page  Job Search Guidebook - Brand New - Tips, Tricks, Tools &amp; Templates to Help Jump Start Your Job Searc… https://t.co/tQBezdQCO8","South Carolina, USA",1
"Dr. Ryan Gottfredson works here in our Orem Timpanogos office, he appears weekly on @KSLnews to answer coronavirus… https://t.co/EFp5cHiXG0","Utah, USA",2
It's not ok to for companies to be fear mongering. Please just give us the facts and information we need without th… https://t.co/jJeK92Ln2Q,"Michigan, USA",0
#Amtrak outlines plan to restore long-distance trains in #2021 #covid19 https://t.co/bCJbwcrEMg,USA and Canada,1
@wallisweaver One American dies every 80 seconds from #COVID19.,"Lincoln, America",2
"What if the USPS was routing everything through one place NOT to slow down the mail, but to speed up COVID transmis… https://t.co/ZkHICMNqyn","United States, Texas, Austin",2
"Struggling to pay your utility bills due to #COVID19? @SEACityLight, @SeattleSPU, and @SeattleHSD want to help. Inc… https://t.co/leV2Bqvz9m","Seattle, Washington, USA",0
@JoeBiden demands all wear masks and like a little kid - ask wears my vaccine. O yeah he’s a leader 😂what a joke… https://t.co/IU2OABDitn,"California, USA",1
"August 13, 2020: Coronavirus Live Infections and Deaths Updates in US   #COVID19US coronahelp     
Total infected 5… https://t.co/932o9GYXzr",United States,0
#COVID19 reminder: One American is dying every 80 seconds!,"Lincoln, America",2
"#COVID19 #Hydroxycholoroquine 

#ASPIRIN side-effects - 4 pages

You're going to love page 4! 
Page 4 https://t.co/2CPtt3GkkJ","Clifton, Virginia, USA",1
"#COVID19 #Hydroxycholoroquine 

#ASPIRIN side-effects - 4 pages

You're going to love page 4! 
Page 3 https://t.co/c8FFN7DP0E","Clifton, Virginia, USA",1
"#COVID19 #Hydroxycholoroquine 

#ASPIRIN side-effects - 4 pages

You're going to love page 4! 
Page 2 https://t.co/fcppPrg5ci","Clifton, Virginia, USA",1
"@RyanMarino Since April, each month I’ve had about 3 of my primary care patients of all ages- try a suicide attempt… https://t.co/WbEyHSeCnM","Colorado, USA",0
"And to think. This maskless, fake, freedom hating, deteriorating puppet is the presidential nominee on a major poli… https://t.co/Lu3004HPfo","Arkansas, USA",0
Got into an argument with someone who blatantly said they'd avoid a call from the health department informing them… https://t.co/jfmplaE1m9,"Los Angeles, CA, USA",0
"Next up: JeromefromManhattan who joined in May to save you from a scam! Our hero! Of course, if you call him out he… https://t.co/jiS6qLEcjr","Washington, USA",1
@senatemajldr thinks that taking August recess is the best way to solve #COVID19 &amp; the economic toll on out of work… https://t.co/Xbs5BBfA5e,"North America, Earth",1
"What matters to students is their “instructor's flexibility, kindness, respect, and responsiveness.” In general, ab… https://t.co/2B515MvQ6w","Madison, WI, USA, North America",1
I have been trying for TWENTY WEEKS to access the Unemployment Insurance funds to which I am LEGALLY ELIGIBLE. At w… https://t.co/acAtP90M2w,"Louisiana, USA",0
Notre Dame Begins Practice with #COVID and #SocialJustice Issues Looming Large https://t.co/gSVwUuVoDT… https://t.co/ob7uoESVyV,"Gold Coast, Chicago, IL, USA",0
"@DawnMarieSaid @RaheemKassam @RaymondArroyo @ChristopherHahn 

Yes, #Germany DID shut its borders with #France,… https://t.co/ZscdPTJfbP","NW Washington state, USA🇺🇸",1
"""A lot of things are happening, a lot of very exciting things are happeng and they're happeing ver rapidly.""
— Dona… https://t.co/i0IClROuOe",Right Coast USA,1
Over 1/2 of today's 1121 #michigan #covid19 cases came from these Counties. https://t.co/1eX40tZeFC,"Michigan, USA",2
Month #7 of this #COVID19 #pandemic and NOW we are learning this?  Bigly #sad to have such a failed and failing… https://t.co/nqN58w3IAA,NJ USA & occasionally NL,0
@GOP The #GOP should have thought about the repercussions of allowing the impeached #LiarInChief to remain in offic… https://t.co/ZsE6stUcOm,United States,2
"#COVID19 #Hydroxycholoroquine 

#ASPIRIN side-effects - 4 pages

You're going to love page 4! Extract in pic on the… https://t.co/mldTNb68nM","Clifton, Virginia, USA",1
Pain management fellowship programs across the country are facing significant challenges due to #COVID19. Several s… https://t.co/xgoD9jktVB,United States,0
"This is so sad and disheartening Peru 🇵🇪. The country with most #COVID19 deaths per million people, it has the stee… https://t.co/64mKZ283Kj","Texas, USA",0
"If wearing a #mask is so powerful in suppressing #COVID19, WHY CAN #CALIFORINA open up? #CA.",USA,1
I guarantee that some generation one day will look back on this time like we do the Black Plague in the 1300’s and… https://t.co/xGdB56y5te,"Stewartstown, PA, USA",1
"What’s your favourite dish to have in the summer? We love a good salad, but oh my the clean up can be a mess...you… https://t.co/hygRDloBQw",United States,1
"#MedTwitter, enjoy this #Hamilton #COVID19 parody by singer @TenorGlenn! Well done! https://t.co/ei2GavZq21","Rhode Island, USA",1
"@RealDavidRush -7ft, average coffin length
-167,000 deaths from #Covid19
-1000 deaths daily

-221 miles of coffins… https://t.co/u3MFT8VVWP","Minnesota, USA",2
@Outkick @ClayTravis They won’t be happy until all the players are turned into HYPOCHONDRIAC LUNATICS!! 🤦🏻‍♀️… https://t.co/oeZMjzaEM9,"SoCal, USA",1
"@RaheemKassam @RaymondArroyo @ChristopherHahn 

Yes, #Germany DID shut its borders with #France, #Austria and… https://t.co/XXSN3LmXum","NW Washington state, USA🇺🇸",1
2019-nCoV) Global Cases (Confirmed Cases and Total Deaths) https://t.co/oqeBcFG6H9 #nCoV #COVID19 (An increase of 2… https://t.co/ftwa73kMeG,United States,1
. One reason #China appeals to #Myanmar no doubt is b/c others not ready to step up.  #Germany companies stressed b… https://t.co/uba4rodV0O,"California, USA",0
"Vietnam Conflict - 12 years
47,434 combat deaths

Coronavirus - 7 months
167,092 deaths

Months people. MONTHS!… https://t.co/QEikkKPe3P","Ohio, USA",0
A 3 month mask mandate is like the 154th day of the 2 weeks we needed to flatten curve. #endthelockdown #nomaks… https://t.co/rUHXFqhSPl,"New Mexico, USA",1
"@DrTomFrieden Seems so strange when huge gatherings of protestors, looters and rioting are not being discouraged because of #COVID19",America,1
"@SenatorCollins You're an accomplice to the murders of Americans . . .

#COVID19
#TrumpVirus https://t.co/hSxqP9YxRd",United States,0
"It’s a shame after 165,000 deaths due to #COVID19  some ppl are still resistance to the CDC guidelines and state #maskmandates","Florida, USA",0
The House passed the HEROES Act in mid-May. The Senate has had months to consider the bill or pass its own relief b… https://t.co/3mlDN0jOb5,"Illinois, USA",1
@cnni What!!😲 This is absurd! @MumbaMwa @PetersenZagaze Peter @NdawanaY you @FMwenge Felix have you people seen this? #COVID19  ingasile So?,"Lusaka, Zambia",2
"JOE BIDEN WANTS A NATIONWIDE MANDATORY FACE MASK ORDER NOW! LIVE! PLUS LIVE DOG TRICKS!
#COVID19 #TrumpHasNoPlan… https://t.co/IGSA3eiUox",United States,0
"Tonight, Dear Lord, I offer up my sufferings as a prayer for all our Brothers and Sisters afflicted with and suffer… https://t.co/yGRVeQKxdv","Florida, USA",1
Got blocked 😂😂😂 - he couldn’t handle being found out $cydy @leronlimab  #cydy #COVID19 https://t.co/UNM2k25OeC,"Washington, USA",0
#oilprice  rose 0.3% on second week of gains amid growing confidence that demand for #fuel is starting to pick up d… https://t.co/HqMMFCNpoM,United States,1
"Improving broadband services in #MENA countries is impeded by: 

1) Inability of telecom operators to continue busi… https://t.co/7Vae7KPYgJ",United States,1
"Really ? Anything to make a paycheck? Scared little chump couldn’t even serve his Debt, he needed out for #COVID19… https://t.co/lWxnM17Srm",In the USA WINNING!!! #MAGA,0
@JaminHumanist @Ohhyeahitsmeman @77anon1 There is no cure 4 #COVID19 ignorance aka DMS- Dirty Mask Syndrome,USA,0
"@ProjectLincoln 

This is the ad:
-7ft, average coffin length
-167,000 deaths from #Covid19
-1000 deaths daily

-22… https://t.co/vcqGZTl8Ov","Minnesota, USA",2
"1/2
 You telling every signal American who deceased since this fake pandemic emerged, was due to #COVID19? No one p… https://t.co/vmbFMpIJhk",USA 🇺🇸 ,0
"#McKinsey #Global Institute looked at the effects not only of #COVID19 but of all manner of disruptions, including… https://t.co/LjqvQMahTI",EMEA | USA I APAC,0
I am doing my part to stay safe. Check out my SafePass. #citizenapp #safetrace https://t.co/ZKu76DIoGV… https://t.co/y7q2C9XwMT,United States,1
@WhiteHouse @realDonaldTrump We have the worst response to the #COVID19 in the world because… https://t.co/8Z57itDSaJ,United States,0
"“You made me enforce useless dress codes for years. Don't claim face masks go too far” https://t.co/cW1ltv57jP

Tha… https://t.co/HsNqGtIS5O","Metro Detroit, USA",0
"Huge Increases in suicidal thoughts over 2019.  I flagged this in an April op-Ed, citing shutdown and isolation.… https://t.co/OLJ4GunlCn",USA,0
"The U.S. budget deficit climbed to $2.81 trillion in the first 10 months of the budget year, exceeding any on recor… https://t.co/tbVDrGnqZB","California, USA",0
"Because @GovMurphy hasn't told you #NewJersey has not had a #Covid19 Death for 3 straight days, I thought I'd bette… https://t.co/AVsZwFE7gU","Nittany Nation, USA",1
"Because #drdumbassdonnieknowlittle #COVID19 #babyjails #murderhornets #flyingsnakes weren't enough, GHB is back. FF… https://t.co/O2ICkdssx0","Florida, USA 😷",2
@wojespn @BlkCarmenSDiego Didn’t Trump see the protests? Our people aren’t scared of #COVID19 to the extent we won’… https://t.co/AdXdt3CbbR,"Georgia, USA",0
"Please share. @AsaHutchinson is a disgrace to #Arkansas. Teachers and children are in serious danger. This is so, s… https://t.co/pSVCfms3dB","Arkansas, USA",0
"Imagine you decided to take a trip to Chattanooga, Tennessee. You arrive, and the city is quiet. There’s a horrid s… https://t.co/J1FX9SU3N7",United States,0
@realDonaldTrump You Lied your ass off for the last 5 years. All you do is lie. You are a liar. 166K ppl have died… https://t.co/LknvkHipLH,👇🏻here watching America 🔥,0
@ddale8 @svdate So a stump speech attacking Biden-Harris in lieu of the #COVID19 update he promised.,United States,0
@KamalaHarris Why didn't you donate some of your eyebrow life and nose job money to the #COVID19 victims then? #KamalaHarrisAintBlack,"Texas, USA",0
@GOP You know who won't be voting for @RealDonaldTrump in #Pennsylvania? The 7409 Pennsylvanians who died needlessl… https://t.co/dxyjHmFIVT,"South Carolina, USA",0
Film fest selections continue to add up! #NatureIsRecovering #Covid19 https://t.co/PgWsDdnZEz,"Oklahoma, USA",2
@Lessien 170K people have died due to gross negligence and misinformation from the government’s handling of… https://t.co/oJ1c8bAW6a,"Washington, USA",0
Curious if @CitizenApp is using what @Apple / @Google built for contact tracing? #COVID19,"Planet Earth, West Coast, USA",1
Baylor Scott &amp; White Research Institute has become the first site in the world to conduct a new trial testing exper… https://t.co/41O3CdWNk9,"Texas, USA",2
@realDonaldTrump You have lot of numbers #UrineTroubleTrump #COVID19 #ImpeachTrump https://t.co/VK7Mr3ZbQ9,"New York, USA",2
MAKE US YOUR COMPANY REPRESENTATIVE IN THE USA. GAIN MORE PROFIT #marketing #COVID19 #DigitalMarketing #advertising… https://t.co/rgLyHA7Ugv,"Chicago, USA",1
@pauldingboe @pauldingboe Paulding County buses are not opening their windows!  ALL WINDOWS should be open! These k… https://t.co/zYYOUrB7XN,UNITED STATES OF AMERICA,2
"@bopinion Not one picture with the rioter, looters &amp; ""protesters"" spreading the virus like there's no tomorrow Bloo… https://t.co/2QqQnmBgJu","California, USA",1
